Policy_ID,Customer_Age,Gender,Policy_Type,Annual_Income,Vehicle_Property_Age,Claim_History,Fraudulent_Claim,Premium_Amount,Claim_Amount,Risk_Score
df11ee50-e816-4757-a2f4-a63a69b45914,43,Female,Health,114587.13,6,5,0,3518.47,29530.38,Low
03babce3-4208-44c5-9080-f37967502205,61,Male,Health,108311.17,12,3,0,4783.14,14644.05,Medium
318904b0-93dc-46df-8617-475ed94346a5,51,Female,Property,81165.09,21,0,0,2366.59,8477.64,Medium
12ea831e-0df1-4091-b471-37b3c3fd3707,27,Male,Auto,70426.81,20,6,0,4473.57,34268.29,High
c632e933-74a0-409e-9930-5ad688ccb6e1,79,Male,Auto,68874.79,14,1,0,2517.06,26492.34,Low
f096de6a-db88-415f-8d74-086a2eca8c97,53,Male,Life,103206.34,10,4,1,4400.73,45756.42,Low
5d2795f1-cca5-44e3-8118-8babec04062d,31,Male,Health,84323.27,25,7,1,1089.17,41567.75,Low
1a508a76-78b6-4d58-ad61-3b5b7fbd3bf4,48,Male,Auto,130387.19,13,6,0,3365.84,36363.79,Low
47851127-9a0d-4004-8c1a-95292c99b5ba,65,Male,Life,133711.26,10,7,0,3554.17,6416.44,Low
ff2eb9bd-7b03-4c2c-a104-1db25a32e30b,32,Female,Life,42172.85,1,9,0,3452.77,33337.83,High
0a308bbb-d71a-4c3c-9427-07f5967f0746,25,Male,Life,37710.37,1,5,0,2511.62,34726.93,Low
302a982a-755c-40f0-9595-4cf41c9a335f,31,Female,Auto,101952.12,28,6,0,3577.62,38190.3,Low
ca697a8b-fb22-470a-b8d4-e75132e21867,40,Female,Auto,59159.35,11,8,0,1577.58,13230.32,Low
76ec984b-90eb-4724-94d6-b097a022ccf0,77,Male,Health,22414.19,14,5,1,3181.32,32050.85,Low
9f11b7e5-8a0c-41c3-89eb-87294c1238eb,74,Male,Health,135523.55,16,8,0,2994.06,30952.1,Low
6c9201fb-a067-4962-a8b4-4f2c472d793c,79,Other,Life,49497.1,13,1,0,1932.53,19326.97,Medium
54228ed1-93a3-4399-8dbe-380b03e443e7,57,Female,Life,140806.48,24,1,0,4004.89,33209.0,High
ce4c2b13-699b-461b-b823-553b942a17b6,38,Female,Auto,113266.48,15,1,0,863.92,4426.11,Medium
722c49fe-8eda-41f5-a7f3-4c26dfd7f3c3,33,Male,Auto,119144.95,26,5,1,1271.48,32210.9,Medium
b5ac872c-24b4-46b4-a83f-75cb367157d3,62,Female,Health,46189.99,7,1,0,2620.18,30340.18,Medium
8f4f8a37-dede-4f6f-bd23-d07e9a6037d9,35,Female,Health,50445.28,23,2,0,4512.82,10610.16,Low
ca7aa71e-e528-4a23-8454-af63556101ef,64,Female,Property,87764.81,16,7,0,3088.22,40928.86,Medium
ba80cccf-f00b-40a2-bfba-06383d63ce93,70,Other,Health,42372.98,4,7,0,4289.3,43733.26,Low
ae735cae-3f24-44e7-9fe0-1e25d92d008f,41,Male,Auto,59706.12,11,3,0,2829.06,10603.15,Medium
21d38faa-4861-497f-a997-8afa5c2ec12d,43,Male,Life,61790.12,5,8,0,4034.55,3890.46,Low
9d2f9992-8422-4477-a8ec-30685409e1ce,42,Female,Property,40751.89,17,7,0,1966.09,30218.42,Medium
058b5426-9eff-4c76-8ce1-b77118f28d6a,77,Female,Health,46673.77,25,0,0,4168.14,24047.88,Medium
a9d016f9-0dc9-4438-9fb5-fcd6dcbaa895,77,Male,Health,122511.74,4,7,0,2307.59,21436.95,Low
9b95018b-82c7-4eb9-add5-2f530a87bc39,77,Male,Auto,41735.46,5,0,0,3014.74,38074.32,Medium
43b1497f-76c5-4661-84b0-d98adcd7153d,62,Male,Property,23699.46,8,3,1,1291.47,48486.17,Low
67beded3-a462-494d-9833-9a2268b2bef6,58,Male,Health,101816.14,14,9,1,4641.95,23935.42,Low
fb60100e-245e-44f8-b2f4-e6c92515a82a,46,Female,Life,146877.81,9,5,0,3656.57,407.14,Low
a03b2ba5-049b-436d-916c-4dd7cd7a0e66,32,Female,Auto,63057.8,16,6,1,4364.85,29853.73,Low
cf9a3fdc-9a31-4587-a3ea-17ec30e4c77f,62,Male,Property,35425.24,28,9,0,1435.38,32732.9,Low
34513efd-d6d4-4e4a-8125-c345fd15a7d6,18,Male,Health,94150.35,25,3,0,804.58,41418.11,Low
f2274704-9ae7-4340-a650-eb876f59bd82,42,Male,Health,137826.05,18,7,0,2017.44,10050.41,Low
bedff7b2-cad7-48ed-bb6a-0ccc18ed64b6,24,Male,Property,121928.03,11,7,0,2825.08,26263.95,Low
d5e00d49-c76f-4ce9-ae1b-4198f65d6824,26,Female,Auto,100927.06,8,8,1,4110.66,22411.86,Low
dab27b54-0bf1-4dc2-a5e0-a6583d059e4d,41,Other,Property,60957.34,14,5,0,2289.77,33255.58,Low
7e46efe5-cb6d-45f1-8218-2e18c7528892,18,Female,Property,90444.42,13,3,0,1714.81,3290.76,High
27aa0aac-3384-4b22-af15-b67fa7a9270e,61,Male,Auto,31861.83,0,1,0,2176.45,44212.25,High
880bdbe4-f511-463e-ae47-e2efd8ba0a73,25,Female,Health,108262.91,16,6,1,3666.23,25606.75,Medium
f734c14c-d178-4d31-b93f-6810e7501ee5,41,Female,Life,114262.48,0,9,0,2012.98,43864.57,Low
76d7a3ed-e306-408b-8ac8-91137ee47c44,28,Female,Auto,145454.11,22,2,1,4906.25,17077.83,Medium
30b3b3ca-e2bc-4886-94b7-97ce1a7246df,68,Male,Life,53851.66,28,2,0,1287.41,32710.76,Medium
ae5799f8-9553-41fd-a57a-34e4a5cff834,34,Male,Health,22399.33,20,2,0,3888.93,47840.58,Low
6808ea3e-5872-4d13-9767-0d10a9a5c6bc,25,Male,Property,90929.1,21,3,0,3151.24,47174.62,High
2408e118-a17f-4fb4-8ccc-721597d6bff2,52,Male,Life,111882.77,12,1,0,1548.93,47210.73,High
4f7a7f92-5487-4c48-af55-56910a44a8ee,52,Male,Health,122752.97,29,4,0,3891.26,2243.05,Medium
85fefe1c-9b61-451d-ac61-4681b9543627,50,Male,Health,45186.06,7,2,0,2513.93,20210.5,Low
6aead218-a569-44f3-ae93-e7223701bfbd,76,Female,Property,54027.87,29,9,0,3570.79,3132.98,Medium
f5846227-c110-4c95-91aa-2c6ebfd8bafd,22,Female,Property,86636.82,12,4,0,3480.16,15542.9,Low
10831662-abdc-45ad-91c9-cae9b8837bea,59,Male,Health,62978.11,15,6,0,997.9,8811.45,Low
e7c7d602-dd1b-43dd-8760-e9dff725a1db,56,Male,Health,131866.49,1,8,0,4279.92,31044.86,Medium
cf044a9e-7c30-4881-b251-1b8e69a429d1,75,Female,Life,81588.82,12,1,0,3566.64,39059.23,Low
ab59a1fc-a224-4d34-8859-315608c292fe,58,Female,Health,123945.22,17,8,0,4012.64,25716.01,Low
0992dc64-49bf-42a2-90fa-b746f458f4ac,45,Female,Health,95480.57,2,9,0,2514.95,39794.11,Low
ee827f8d-0dff-4262-b16b-c4beb7be3947,24,Other,Life,120501.72,12,5,1,1377.78,739.38,Medium
5e00f32e-9dd7-450f-a13a-e7df8b65be7d,26,Female,Auto,63247.49,18,5,0,1967.96,41041.77,High
338ba719-ca8e-435f-b697-d5c69c88f91d,25,Other,Life,128084.16,12,2,0,4556.61,9000.18,Low
77ae8663-842c-4d30-bba2-2403f9f23dd3,29,Male,Life,55694.4,18,9,0,4721.08,23100.7,Low
20405ef6-5a4c-4381-8231-c8241c12da6e,51,Male,Property,90992.85,3,8,0,2668.4,22185.02,Low
69ff3540-3b02-4ca5-a86b-64198f4f5372,50,Male,Life,47820.92,18,3,0,1844.58,43670.46,Medium
a22f594b-bd53-471e-aa61-2d304b5451ef,65,Male,Health,81818.45,17,4,0,3786.4,48302.36,Medium
0825ced6-a440-4e7c-9f86-47dbe5a4db4d,72,Male,Health,61362.78,24,2,0,3946.97,12830.54,Low
c36633a7-2b6d-4a05-bf61-d2c4c7faa2e4,40,Female,Health,54671.45,5,4,0,4169.6,3463.92,Low
6303d36d-e77d-4c95-bec9-9d3f57accaf7,79,Female,Auto,145708.05,18,7,0,639.88,32561.04,Low
959376f1-17ba-4740-818f-6a33c9af2abe,41,Female,Health,40809.63,24,7,0,543.8,25191.75,High
3d826228-dc7e-42fc-9d57-083c8ef12b36,54,Male,Auto,122352.36,3,7,0,2107.2,28328.69,Low
5c4701c5-74a2-4783-81cb-9af8c64d467f,52,Female,Health,147941.44,3,5,0,1186.23,2408.88,Medium
775dce31-7f84-4d9c-921e-80ee2d17d7e2,61,Female,Life,22587.19,23,0,1,4122.42,38787.96,Low
9f5d306d-b6b8-4ed5-b4fa-7d1d10318672,57,Male,Property,110873.56,6,9,0,2897.8,11694.44,Medium
cabd58c1-05e3-4a4b-96b6-4834c163e3b9,39,Female,Health,52878.53,6,5,0,4214.07,16813.35,Low
089c8022-920a-4723-9957-19ed4d2456d1,44,Male,Auto,25263.42,25,9,0,1296.11,11494.85,Low
09be314a-83b9-4fcf-8dd2-f1e353538ef2,52,Male,Auto,72375.65,22,6,1,3322.5,47302.63,Low
34c1d90f-4044-43a4-a2aa-adacf450eab7,18,Female,Property,141578.32,25,8,0,3110.77,8519.22,Medium
763f2f14-f001-467a-8f6a-a0762a0a0c99,52,Male,Health,21529.46,15,7,0,2031.7,36642.72,Low
c695b4db-8aa0-4870-80f6-f6b94466ecdc,54,Male,Life,96425.14,26,7,0,2826.87,12362.79,Medium
4b93e13d-5f46-4535-8813-34daab678ff2,64,Female,Health,85181.54,15,6,0,3150.62,21303.49,Low
09a82369-5419-4203-a47d-9740aa1038e7,31,Female,Health,133539.94,4,1,0,4502.7,49803.49,Medium
c5f1d524-51c8-42bb-928f-4b459f99e7d2,20,Male,Property,30920.22,14,0,0,750.37,5118.78,Medium
4772565b-6a51-49c9-8a66-3299d463494b,18,Male,Health,108598.38,22,1,0,4205.18,44079.83,Medium
1be626f7-3d83-4499-8b75-7f8a19b5c12d,22,Male,Life,108414.26,3,5,0,4910.7,47307.89,Low
7000bfcb-bb95-4b91-bb94-925a1661cf8d,43,Female,Auto,106980.4,23,1,0,3792.99,34941.54,High
3276317b-e099-4875-9262-4cc03d607c85,72,Male,Property,142503.48,24,9,0,3818.06,597.11,Low
2bacfcb4-3b1e-433a-a028-3f0316c47216,31,Male,Life,127001.38,12,3,0,1480.88,41057.85,Low
caaa3043-09eb-486b-8ae1-cbd01749e2eb,56,Female,Auto,25456.45,27,9,0,2853.83,44125.37,Medium
380f5437-82d0-4943-98a3-c2770f7280ec,44,Female,Property,81240.77,18,2,0,3676.73,49048.61,Medium
084d2201-ae37-46fd-aaf4-11fc83b11719,26,Male,Property,71733.9,6,5,0,3210.26,41981.86,Medium
b82692f9-5ae9-4d7a-b931-f47b9589cde5,32,Female,Auto,60319.14,11,7,1,2233.09,22334.79,Medium
3b4a0279-d932-4ccb-a367-ac6a1a85aa95,32,Female,Auto,78673.77,25,5,0,4730.53,34463.62,Medium
4d394a86-b645-4900-bdd2-2f5361a13aaa,43,Male,Life,69945.24,8,1,0,2812.94,24307.91,High
209e96e4-3941-4de4-945d-5356b8f2933c,59,Male,Health,76203.41,16,4,0,4864.44,17715.62,Medium
c639f0af-22e9-4a3f-9b22-eb574ea05d65,77,Female,Health,147304.04,1,5,0,3037.44,31358.68,Low
f4997e4f-f6ce-45d5-9a18-e2a3a8a70547,30,Male,Health,31522.29,15,8,0,4070.23,38514.64,High
67dacbb4-4e3c-4652-b267-0209361410b4,68,Female,Health,139890.01,6,5,0,3839.1,31831.45,Medium
db1e3983-56bc-4469-981a-b2341297fe7d,49,Male,Health,82430.77,28,9,0,3473.71,41346.26,Low
aa04af11-9232-4fe8-815f-2a3854872b63,56,Male,Life,101086.49,17,4,0,565.07,8901.11,Low
c9b5ff82-4e90-4cae-a2c1-7c89a14ef757,66,Male,Property,127923.79,6,0,1,848.43,18747.36,Medium
4eeb18d6-d42f-4423-aa47-9a4cb1c7640a,69,Male,Life,66860.19,0,9,1,3116.68,15698.03,Low
8e5afe6f-0be1-4bd7-9f64-fd587520127e,78,Male,Life,75954.85,2,4,0,4603.02,9786.94,Low
88496c31-ff12-4de4-9434-6ed0d9b56f42,49,Male,Life,73237.4,20,4,0,3205.14,22214.4,High
05a53694-cbee-43ec-b344-fd22f6c68013,21,Female,Property,68715.03,29,5,0,1561.98,47398.86,Low
ad09f7ad-2af6-408d-9876-aa1ca336ee33,47,Other,Life,140318.81,27,6,0,1940.98,26946.61,Low
4f8fb781-4767-4ed0-a41b-49184d6180b2,54,Female,Life,127760.89,29,3,0,3304.22,14391.6,Medium
4b2c384a-3668-438a-ab37-e65b09938431,40,Female,Property,34170.0,10,6,0,3186.75,17767.62,Low
52a82440-1a46-4334-84a9-e47f1652bed6,56,Male,Life,34056.04,21,4,0,4800.66,30692.48,Medium
2d707b1d-ad82-455f-aae1-191c6ee9218a,62,Other,Health,75623.04,14,5,0,2880.88,17702.06,Low
bd947b4f-2006-43e2-8860-f9334504907e,32,Male,Auto,32825.46,28,3,0,2097.57,26963.5,Medium
4f81a516-26d6-4757-83ef-2302713f706f,60,Female,Life,100482.1,24,7,1,2862.47,13780.58,Low
022b7f69-f99b-4c13-ae21-481cf22323f2,46,Other,Auto,38679.91,24,8,0,4038.05,17361.97,Medium
a59be730-6479-4b7c-bca9-59111785a9b1,53,Female,Life,87908.52,2,1,0,2931.64,35315.82,Medium
58f5dc80-37fb-4709-a9c9-3c7adb8bedea,30,Other,Life,20938.59,29,3,0,1967.24,29272.46,High
d836834b-a1e1-4a59-b8b0-3dbe1e6841b3,49,Female,Health,61157.53,23,7,1,2023.79,4764.99,Low
3068cedf-65b8-4518-ae1d-4cdc26152f18,24,Male,Property,108034.79,12,7,0,3905.65,48661.81,High
4041c269-8111-4f05-aae7-d8e24524851e,76,Male,Auto,82925.06,3,8,0,799.02,2561.91,Medium
a1196b12-d7b1-43a1-82c2-8b23b5eec3f2,68,Female,Property,147175.03,22,2,1,1736.4,4238.68,High
ba4e9a8e-9d06-4c66-a6f2-7a939af9302b,39,Male,Health,133633.49,21,0,0,1188.67,35099.16,Low
d4e68e48-4ca0-4ee3-b868-013c40ffc856,45,Female,Health,66679.2,7,8,0,4751.04,35430.11,Medium
bf4cdd03-0c94-46ca-ac5f-8204978b793f,19,Other,Auto,25913.25,21,0,0,905.42,1044.88,Low
7493940d-d2e3-46dc-924f-15781dbdc915,59,Male,Property,129931.42,3,2,0,3911.83,32173.42,Low
698d055b-c546-43d1-8b76-967fc1e5fedf,62,Female,Health,138460.46,17,2,0,3336.92,1759.67,Medium
276b443e-b271-407a-9dfd-cbf16bf8255a,79,Female,Life,126681.56,6,8,0,3347.62,48042.42,Medium
0b7815f1-11e2-4ce7-be4e-4863eef08e17,74,Female,Life,36633.49,10,0,0,3935.45,34837.52,Medium
7f0a7a38-754c-492b-ad54-c69dc18c9d79,70,Other,Life,149728.97,28,6,0,2302.2,9410.25,Low
d7af3514-2907-46b2-af70-9f0af6b91e68,23,Female,Property,53615.95,26,1,0,2303.35,7989.43,Low
e5580900-3503-4350-bd47-02f472ede6f5,45,Other,Life,114146.64,3,6,0,1799.18,28526.15,Low
db0bcda0-07de-471a-8e98-04d32e03f01c,45,Female,Life,138044.53,12,0,0,3189.88,31712.58,High
f7c8de6e-0af8-4a74-b966-fc6c2c1dd6aa,61,Male,Health,50639.32,8,9,1,4684.12,41578.76,Low
f088d31d-7206-4ee6-a74c-3f2a6b8e6bf2,61,Male,Health,138073.61,8,9,0,4657.92,45175.73,Low
74872c68-ef58-4865-863e-b5ac5d2207af,37,Female,Life,60232.61,22,7,0,3663.32,19687.42,Low
dc4e4e27-ccb6-4605-b28c-99b2e39737ca,47,Male,Life,146933.72,20,9,0,4577.84,42219.83,Low
ea11ec50-52a8-43a9-8fbb-e4f1a930768d,79,Female,Health,56563.8,18,9,0,4835.83,27164.76,Low
c9f2f4a6-29c7-4101-97b9-e59a0e56c8c9,28,Female,Auto,143946.66,2,1,0,4077.97,23582.05,Medium
59403a64-6b24-403b-82c3-197fae0558b1,75,Male,Property,26960.8,24,2,0,2335.25,34978.64,Medium
9dce41b0-8c81-4b0d-947f-be9a162fe716,72,Female,Property,112205.36,24,7,0,2674.51,5249.43,High
