Customer_ID,Age,Annual_Income,Policy_Count,Total_Premium_Paid,Claim_Frequency,Policy_Upgrades
9f0002af,32,108350.64,3,10784.34,9,2
87b51a5d,43,29911.1,4,3627.49,1,2
11f36b99,59,55711.5,4,14451.41,6,2
185d54d3,77,124905.51,3,14194.82,2,4
9d0b20f9,30,79756.43,1,19355.55,9,1
c74f1d49,68,91055.03,2,6353.75,7,0
994ece28,49,76266.08,2,15250.69,3,2
04579ecd,56,25706.99,5,8964.27,3,1
b3d8c923,66,41547.47,5,11390.22,8,4
a73bcbea,69,77920.41,2,16420.85,2,4
d4677c5c,78,47194.11,3,4828.9,6,1
e587c065,49,26497.27,3,7185.94,0,0
1874f733,21,129674.46,4,15579.52,6,1
71835d43,47,147555.03,4,11623.93,9,1
48da105d,54,123108.57,5,2302.25,1,3
2e7fdd02,40,130992.04,2,8888.62,5,4
6562ada2,56,51457.03,3,11939.35,8,0
a5cab608,62,144881.51,2,18235.59,5,3
e614a619,32,45600.34,1,4175.52,2,1
e200a526,60,143685.88,2,16216.08,0,4
90a0bef4,46,149326.51,1,3047.18,3,3
55a0a109,53,112523.96,4,5223.6,3,3
443b53a2,30,147548.69,4,5245.21,7,0
c24cc791,49,94040.17,5,17610.84,9,1
e0a83d9c,24,53740.43,2,4380.84,9,0
0428d308,76,76809.47,2,15845.73,6,3
a8faf46b,68,97162.92,1,9505.23,9,3
9a2d608a,39,29500.6,4,19982.27,6,0
1d66f7c9,45,100904.62,1,16862.28,6,3
85cd198d,19,147553.12,4,14924.21,1,2
fcde0198,59,44713.99,1,17479.16,8,4
5b4352ea,62,123037.37,4,12863.59,5,1
df25287d,79,138026.84,1,16951.22,1,4
6150c442,74,142681.21,4,5591.97,0,1
c938ba78,70,144817.63,1,2405.21,0,3
8672a1fd,23,87789.75,2,12510.67,0,0
3b204ccc,45,147050.03,5,8976.46,3,0
b7cbc76c,45,118450.33,1,8815.6,3,3
19f56349,61,41017.29,5,10771.58,8,1
07553efc,61,81997.01,2,7546.96,0,3
790524ed,37,113383.05,2,12708.16,2,1
2e4af6ba,47,52154.24,4,1096.08,2,3
3e767aa9,79,103279.97,5,19412.88,7,3
d2fa8455,28,106658.06,3,18531.83,1,3
9f5651d9,75,41150.97,4,18737.77,5,0
3a3e7927,72,93461.09,5,7617.57,3,1
9fadb225,45,120311.5,1,10871.87,9,3
85197710,42,84856.44,1,19105.55,5,4
eab7c003,56,21573.41,2,18095.75,4,4
30a8a0e9,79,21175.0,3,15909.77,8,0
ef39d5ec,50,66413.81,1,8442.97,8,2
5b752de2,18,140405.23,5,11504.61,0,0
14ccb603,74,49727.98,5,15961.79,2,2
942f4d19,44,102467.28,1,5823.73,0,0
94d05b68,79,48869.86,5,12715.76,5,4
c6d13b78,74,61817.1,5,16644.72,2,3
efbf879d,69,130245.47,2,14295.37,0,1
9968318a,30,114751.99,3,9849.87,5,3
60519af6,58,32401.91,2,11899.86,4,4
5f6d83ab,20,75731.26,3,19779.17,7,1
fe21a884,56,23792.07,5,12238.76,1,2
6b5686c3,23,82515.72,3,15819.55,7,2
4e613507,25,106116.42,5,14668.79,4,4
3583d412,44,35405.34,5,14179.07,7,1
a63046e4,26,57555.04,2,14469.2,9,3
3d227445,79,71718.76,2,9360.99,3,4
61e244ab,54,139539.03,4,9746.12,3,2
13c3d618,50,149123.15,1,9623.32,9,4
927e0de2,68,25838.47,4,1148.46,3,3
c86f6f08,59,118931.03,4,5200.77,5,0
4dda5a11,61,68324.13,3,3514.0,3,0
25400a2c,41,71019.56,5,17785.68,8,3
ff599d10,32,118054.45,5,5861.9,8,1
087b3c31,76,139395.44,5,3199.63,2,4
efcd7f00,71,143620.72,1,2835.46,6,3
98cc6d4e,49,95025.94,3,14149.8,4,0
33c17891,49,66425.75,3,618.62,8,2
f7f3fea0,41,122381.38,5,9690.44,1,3
58b5c11a,58,52630.18,4,2817.99,2,3
b6b42251,69,93329.62,1,17068.44,9,3
3ab49d1a,66,66615.2,4,19189.78,4,0
4535ea9f,79,105362.04,2,19195.72,4,0
355d73b9,66,51251.86,3,9118.3,9,3
236465be,75,44907.08,3,13068.04,6,3
5c1afb90,69,139371.08,4,12194.23,7,1
80386cf9,29,33234.48,1,7325.76,7,2
695f60b9,79,85774.53,3,9159.26,0,4
fab3c3f9,56,48710.86,4,1754.31,0,4
5434d51a,19,25060.9,1,16016.13,2,4
c8721b5c,20,24682.45,4,5195.67,0,0
1bd9438a,66,42778.83,1,9480.28,0,0
b081ee59,54,132680.15,5,9872.1,9,1
401dff23,66,56722.24,1,11433.88,7,0
6a4583e1,73,143559.69,2,16448.59,0,3
40cfb970,34,95610.9,5,13991.68,8,2
adcc4c4e,76,76759.84,4,13429.73,1,2
eb2028cf,66,95411.55,5,10771.54,8,2
7d0ae18d,19,87170.79,5,2371.14,6,2
52356c82,19,118640.91,4,8339.17,8,4
a34c2f56,45,56724.49,4,19167.68,2,4
272b1aed,71,65896.55,2,19913.19,0,3
7f536863,40,136232.26,4,14744.71,0,1
29598a82,54,143039.35,3,4936.54,9,0
6de7e9de,49,136032.57,3,2486.87,5,0
7e3f4d0b,50,74528.24,2,8587.91,6,4
e9423d98,18,121447.52,1,17203.15,8,2
f735e1d2,36,81923.65,1,14576.35,5,3
e0fba75b,79,84680.18,3,17735.9,4,1
9064a314,19,46608.41,4,12507.64,1,4
7b308719,70,96846.94,2,3041.4,1,3
98fd8ddd,61,44197.67,1,2738.52,7,3
80e5c753,43,63103.41,1,1436.04,0,4
9644767e,49,131153.93,5,11558.06,7,3
db235131,23,46919.86,3,5236.28,9,2
0d07945b,49,29250.58,4,14820.48,6,3
72df356f,72,28970.99,2,13881.87,6,1
ea21cfe9,21,142301.99,1,6703.16,4,3
395e0eea,72,85899.66,5,3947.63,2,0
2f7b70db,28,73223.57,3,2496.81,6,3
c1c1dd1c,73,125414.22,3,14877.65,6,4
a2dbbc60,76,128657.37,2,9283.6,6,0
2887124f,34,63184.83,1,6808.83,1,4
c566c837,55,110170.35,2,17204.73,2,1
1ac0b3e2,41,120245.97,2,12075.46,2,2
b16c160a,22,105104.59,5,10601.05,3,1
0c5ddebb,69,39707.36,3,14995.89,8,0
4f06a8d9,51,133864.8,4,16403.87,9,2
22943cd1,23,90082.29,3,13878.43,0,3
46b1d96f,39,56721.42,3,9080.12,6,0
891c749e,28,75279.66,5,7896.33,6,2
1be7c8ad,65,24884.24,4,15547.47,3,4
f1ff2e6f,33,36622.68,1,10599.19,0,2
9ba275ae,50,119521.08,4,14235.53,2,4
a307c778,26,20001.51,1,17862.78,4,4
876b9d35,77,74153.56,4,18359.87,1,2
5424b6b0,76,87926.32,2,5915.45,6,1
02fd7b68,23,27102.47,4,4163.85,9,1
130dc04d,33,146500.16,5,5595.1,9,4
f0c91bf9,46,49396.29,1,15151.75,6,0
9f891ff2,20,59545.83,3,7716.13,9,2
c9e1efda,37,59512.53,5,3881.09,4,0
24440b35,77,49954.17,1,2418.52,9,1
77d4c0e4,76,20191.6,1,6882.61,5,0
a511cab5,53,114814.82,3,3154.66,0,3
3f3e53ff,36,145689.91,2,3549.29,3,3
5de58f07,43,49158.15,5,13835.74,3,1
80c3e965,20,106196.13,3,884.78,7,0
d52d0bff,36,116446.52,3,2792.29,1,2
b5e42ac4,37,130295.3,2,16965.13,0,1
d611c769,49,74941.8,5,16975.82,6,3
83a2ec09,24,59381.02,3,6920.25,5,1
dcc9bef3,69,62288.37,2,2215.08,4,0
45af8d8f,58,112640.77,5,14246.92,7,0
4d265dfb,50,126181.33,4,7522.57,1,0
36cbb48a,57,43609.82,1,1386.56,1,4
a8cdf6a6,56,68222.33,2,3577.63,8,0
9112b687,35,137252.23,1,3175.69,0,3
630a08d9,57,124870.16,4,11987.77,5,3
ec49cc67,18,148031.59,3,18013.29,2,4
e562d648,28,118052.27,3,15964.9,4,3
6cc80248,45,71115.38,5,11157.06,7,3
50a09ff7,74,96782.92,2,8732.03,6,1
85e3d1d8,42,105931.85,2,12564.2,3,0
8a054505,67,30199.26,5,9154.35,7,1
c8024088,40,90784.6,1,5298.93,9,1
01bacb45,48,112211.71,3,13744.35,1,3
335027e5,47,41751.77,3,17528.26,6,2
9b1924ad,59,121482.12,2,7770.97,4,0
687cda9e,52,95890.46,2,16910.0,5,2
5f17a8a7,24,143788.83,5,8906.1,2,3
7f520d96,77,25514.9,4,8326.05,9,4
5af1f6d4,33,54492.4,1,1052.32,6,1
a4fcf83b,43,98202.0,4,14057.94,6,3
f18ae533,65,58552.79,4,16246.3,1,3
7e6ec72c,74,112875.14,2,13439.36,0,2
deac91c4,69,118670.69,2,3451.54,9,4
8de10597,77,33327.08,2,2514.22,1,1
86523462,66,86801.08,4,11670.75,7,4
009afb37,19,86155.77,1,8329.57,9,4
914cdd07,18,68006.5,2,8867.41,2,4
8379faf5,65,141280.23,3,19372.1,3,0
8d333ec1,79,127575.82,1,14616.49,7,4
eb2c1d90,29,110637.22,3,8529.86,2,3
6fcbf73d,22,112862.46,1,872.44,5,0
ebd3b3ab,54,80023.1,2,1164.87,1,0
abd4967d,49,139729.29,5,13853.67,2,4
0ba37194,76,110297.41,2,16835.91,0,3
f70d1d9f,72,114767.54,4,14300.2,8,1
9c03b771,26,132019.82,4,8414.81,3,4
1e05d61f,58,55629.31,1,1107.15,5,0
3fcd3e1f,52,124919.22,4,19364.33,6,1
4f3dcba5,36,45381.28,2,19733.55,1,1
956874a4,65,64894.45,3,11212.61,7,0
30d9c482,33,63629.36,2,1878.08,8,1
939cca1f,20,147208.31,1,11048.96,9,3
21c5b2eb,37,131349.84,4,17900.6,1,3
cb05a2db,41,111152.08,3,13759.72,4,4
477b10e2,71,114517.38,5,14539.79,1,4
6c9a1bf6,73,93069.46,3,2156.91,4,1
1ccb1cc9,50,143121.79,3,2576.98,6,0
c56ff605,41,84513.64,2,2983.3,5,3
b0eb6e85,69,69467.3,5,18135.35,3,2
7b5cd6a6,28,41194.59,1,10754.07,1,4
f9c77c5e,66,122206.73,1,15935.71,6,3
f5caae6a,25,115477.71,3,2748.18,9,1
ffbe0d6b,53,69966.16,3,18589.03,8,3
c98d69dc,55,23275.14,4,16512.27,0,3
d96322c4,57,129069.65,5,4882.9,2,1
fcd5e427,37,21484.34,3,17546.55,6,4
b9671e8f,79,111480.97,4,5637.13,8,4
446e81e6,52,146133.42,5,4504.13,4,2
4248f9fa,65,76895.97,1,5652.76,6,2
fbd47c27,79,50546.54,4,18244.12,9,4
020cedeb,42,111633.23,5,18354.04,6,4
3c55b017,52,126226.66,4,6915.42,3,4
3d704c67,42,91035.94,3,14255.97,4,4
07cf0c6e,46,145714.59,2,13677.03,1,3
7f907e76,35,26716.93,1,16227.97,7,2
34a8a525,63,85623.43,3,6281.94,0,1
61794382,35,113399.01,3,10447.7,1,0
e296de9d,19,132143.26,5,13519.64,2,1
9f209109,71,43303.23,4,1012.01,6,0
13f3134d,52,124000.45,1,7846.41,5,3
4c5a6cde,33,91851.92,3,14069.82,6,2
6f8e4759,78,71551.98,5,5425.6,4,0
93dc25ed,58,37122.95,1,19175.23,3,4
7946e7eb,53,132488.45,4,1088.15,6,3
3681c11c,50,40445.52,3,19182.7,2,0
90bac2da,21,60272.42,3,4726.9,9,4
8f31c1b6,50,57705.92,3,1452.03,6,3
d40a8a24,31,133283.82,1,6203.24,1,0
caa8c229,38,107451.39,1,15832.5,7,4
4d68a7d1,65,123568.58,1,15172.62,5,2
67e288b3,37,52560.83,1,4572.39,2,3
c3a601f2,73,101233.63,5,4337.41,2,0
d04fadbb,25,94326.98,2,13030.31,4,4
a91d46bc,24,128267.95,5,9432.61,2,2
49732ea3,20,137791.32,3,15949.65,5,4
684cbf52,34,21580.38,5,970.59,1,2
7f31c0ca,50,107622.59,4,12403.03,7,0
e7add125,65,26738.65,1,14748.1,8,4
af6c3687,29,91351.63,4,19871.03,6,4
4ee4505c,76,57392.25,4,13736.24,2,1
c56fe297,68,59880.96,3,5020.98,9,3
ac0b2a46,39,65884.61,1,2609.63,3,4
610f8d25,72,100768.02,4,12997.88,9,2
df0f5757,39,63426.5,3,10702.07,1,3
02873142,63,115250.88,1,18033.33,8,0
3dfc1ee1,47,72588.56,2,14668.86,4,3
6ad6b6fd,55,28885.92,3,10439.98,1,1
960f239b,55,121888.78,5,8369.99,9,0
433e4e2a,62,57148.58,1,8385.31,5,4
a8f7b4f7,68,76259.69,4,4912.93,6,0
ef8c4e69,71,109107.7,4,837.86,1,0
fd1a33ae,25,63219.3,5,11710.76,0,1
1aecad8d,44,27356.14,5,4642.09,6,2
14176fc2,44,68609.74,4,4562.37,0,0
e8d88128,51,142778.32,1,2944.93,2,2
3c5ddfcf,38,103425.47,3,4197.11,3,3
3be47bf2,47,107292.29,5,1119.89,1,1
310a0d61,50,102196.68,5,13647.51,6,4
95fcf073,45,45868.98,5,8327.24,4,0
678beb7d,64,74383.4,2,11449.73,0,2
72164e3a,50,117622.17,1,12920.67,7,0
a7af3615,22,33178.48,1,19463.45,9,1
01998aac,77,56120.86,1,1831.18,6,4
4b53de3f,78,55921.48,1,8649.39,3,3
82e81942,65,76162.46,1,5295.01,1,3
8fd7848e,36,147447.94,4,9795.88,6,2
1fe44f99,21,28775.33,5,18449.21,1,3
f99699ac,52,87431.13,4,14617.69,5,2
e9631198,66,43317.41,2,13408.02,0,4
6d0311c2,34,146187.95,3,9104.29,6,0
758a9e42,61,34729.46,5,13586.69,6,1
acd01ebe,45,72468.13,2,1131.32,3,4
daaa8637,47,115925.05,4,11931.65,3,4
dece50b5,46,111592.08,3,11298.64,9,3
b7828960,63,74954.72,2,7259.49,4,3
0e18712f,70,65048.14,3,4429.53,1,1
146d6be8,23,71689.61,2,16247.33,8,0
79496057,52,54355.91,4,1550.31,9,4
71f80a30,77,46693.28,3,1858.62,3,3
d9010cc2,58,82795.16,2,9090.17,8,4
f2f0f0c9,54,54909.39,4,5424.81,2,0
5f9f5d62,41,57370.02,5,15036.32,8,2
e17650c2,46,105378.29,4,12866.71,0,0
0524137b,66,145909.85,4,15564.43,6,4
81c9f059,63,98472.84,5,6831.24,3,4
adda530a,70,30007.33,4,14940.12,6,1
f903b354,48,29825.87,5,17314.91,9,4
50ec2f45,52,143685.02,5,7232.85,5,3
350ab7a0,77,58647.8,5,7127.97,3,1
a20e502b,50,31968.71,2,18049.05,3,4
9ab3e206,69,97875.8,3,1470.91,7,0
1a278042,78,101074.34,2,7328.69,6,4
776d1a0f,38,104305.63,5,2814.11,3,0
dfd083ea,49,54762.26,3,1065.12,5,0
52e2cf7b,40,21964.39,3,2700.95,5,4
5f85cda4,50,145452.0,5,8909.29,0,0
edd5f842,20,52616.1,3,13895.64,1,2
f68014a5,35,107883.42,3,6141.01,3,1
8efa31f1,42,111861.88,2,17068.67,5,4
7ebcc791,59,99300.96,3,9033.5,5,2
fbc76edd,48,60677.96,5,19380.45,0,0
c2200454,71,55242.51,1,19106.04,7,0
c3b40a4d,75,97696.88,1,15578.89,1,1
765de019,20,132592.43,1,18681.91,4,2
e0cd43bd,57,143075.38,5,14288.37,3,2
eccef238,63,33767.75,1,17963.87,4,4
48e69348,41,40127.72,2,5111.24,4,0
f0e02e2f,67,142815.71,5,7235.69,9,3
bbc5b1a3,49,115749.58,5,15182.14,7,4
145b3c62,64,134789.2,5,8778.94,9,4
cb2f0208,39,46342.24,3,16827.88,6,4
6adf30d1,40,96386.16,3,17613.96,8,1
fd32df8f,19,111148.15,3,6344.72,0,1
978dca2a,44,108414.55,4,16557.29,5,4
ad269017,59,73059.72,2,3508.15,5,3
90f7740c,19,22001.34,5,7016.84,1,2
486134d4,43,95780.39,5,10600.32,7,2
dcd861ae,34,52903.2,3,4915.65,5,0
dbc08366,57,78533.05,5,11795.72,9,2
1872f48e,50,144485.53,5,11784.55,8,2
e554fdb5,26,71874.59,1,4534.61,9,3
3bf30f27,60,129174.21,5,16015.01,4,2
607e1bec,71,44510.28,4,12817.07,6,3
1e7de8e7,65,107419.86,3,6696.33,5,1
e4cf69a9,56,147010.9,2,5027.6,4,3
276f771a,46,33246.1,2,17635.63,5,1
e147510c,59,21081.59,1,16796.97,3,3
3cca3c4d,72,76365.76,2,4980.33,2,4
39fab8c4,43,32041.31,2,1194.3,0,1
c263bf45,52,117289.97,3,16188.39,0,1
a29240a2,67,138891.33,3,12502.42,5,2
2a4ebc46,42,76422.73,4,2467.2,8,1
02b2b766,41,53632.51,1,11953.49,7,3
8af25474,30,76472.43,2,9317.56,1,4
402ffaaf,77,114048.22,4,15603.73,8,4
36bd5e07,75,21177.04,1,4577.15,7,2
c8a845de,24,96629.02,2,9336.56,8,3
c515166e,74,99727.92,2,3546.76,3,3
a0224973,53,102899.47,3,19171.78,8,0
3f8e52eb,62,51462.87,5,15685.39,1,1
031662be,37,112826.85,1,14866.09,0,2
4792468a,18,31880.89,2,13959.03,8,4
1ac664fc,25,45905.14,1,8755.06,9,0
0331acd6,63,134071.11,4,18504.01,7,3
66bcb89c,33,116034.01,4,1921.88,6,1
18e8c4e9,31,21786.92,5,16163.55,7,4
bfd838a4,29,52288.91,2,4697.04,0,0
e8cd4138,68,47872.84,3,6818.55,8,3
bc35b1ff,40,55204.82,2,10628.88,9,4
362e728b,32,52182.77,1,15761.77,8,4
460dfd91,45,28128.42,4,16851.43,8,3
693708ad,51,79662.27,1,11882.78,5,3
c33f2926,19,115255.35,5,8359.19,3,2
08e6dca2,49,98875.12,4,18956.8,1,4
9df9eed4,40,107473.32,3,5307.17,3,3
540e79ca,39,30549.39,4,16160.34,6,0
121b623b,68,143693.79,2,12434.97,0,1
7460aaa2,42,129003.94,2,7849.45,8,2
40477441,75,124661.74,4,526.68,2,3
eeecee71,79,126987.89,5,9208.69,3,1
82602007,78,141252.37,2,5896.04,4,2
c6d68abe,39,90753.02,2,2534.76,2,4
496ae3af,75,46036.66,3,1965.59,3,1
52feb8e1,75,100181.87,4,7277.39,4,2
552cb031,39,116574.59,2,12487.77,0,3
59bf6ec2,66,115929.26,5,16831.63,8,3
58e69702,69,87788.37,1,4079.48,9,2
7f1f976a,59,28899.63,4,8780.56,9,4
292b42f5,23,68244.68,3,8143.14,3,2
06ea07aa,32,139699.66,2,10511.18,8,0
5a906cdc,71,95978.36,5,16286.95,3,2
a4f16376,60,89983.15,4,11296.08,0,2
e0b7d353,77,54950.96,5,17009.77,4,3
4fb81ee6,54,67898.36,5,10611.76,8,4
7a303963,50,136394.99,3,12275.02,2,2
69a29a48,25,106640.2,4,9028.97,4,1
58590429,70,122360.31,2,16550.36,2,3
