Claim_ID,Claim_Date,Customer_ID,Annual_Income,Claim_Amount,Claim_Type,Suspicious_Flags,Fraud_Label
844621a4-6915-4e2a-9026-ad2ccc6ff194,2022-06-21,d0221742,141637.0,42373.11,Home,0,0
17aa74d9-e6bb-412f-8dc9-5706d9590ee9,2022-09-29,bd07d448,87969.0,30873.4,Life,0,0
7675d288-99a4-4fce-84db-da60813570f5,2024-06-15,2f7dad14,25311.0,4885.93,Home,0,0
afd3ac59-856e-4af7-8dd6-3f388338b10c,2022-09-22,3f2a59a5,123355.0,24637.58,Medical,0,0
c95be16b-32ed-42e1-9393-f658de35bd2e,2024-07-17,7cdf66b3,124724.0,4343.64,Home,0,0
423b1972-46cb-4ff8-98a3-c63754fdfb26,2023-02-16,464b32e7,103104.0,20673.38,Medical,0,0
027dc29e-89a5-4a5a-84c8-9492a898c134,2024-03-05,746d7939,73707.0,20651.77,Home,0,0
1c70dc24-7a86-4745-8414-b08a269ba7de,2023-06-30,93986d3a,105305.0,3767.49,Auto,1,0
3d6ba58c-0468-4627-aef5-2589f5b3bb8c,2023-01-31,3f1d8f0b,48693.0,17766.62,Home,0,0
ac1bfa79-9389-4e3f-86c3-789a9a45b5c6,2022-07-15,527f5174,91932.0,5994.41,Medical,0,0
87bd24ef-4ac4-4c69-866e-bd437d7a7f79,2023-02-28,37fd98fa,147723.0,40507.64,Life,1,0
eb1ef6c2-acc1-4a0a-a8cd-aa7dbd8bfd8d,2022-09-14,da5e6eb9,113016.0,47410.56,Life,0,0
9438dd45-86af-4894-8359-b48ba8f72dea,2023-03-30,5c862f73,126970.0,4079.67,Life,0,0
66259d98-8381-40f2-91ba-9ad124a99609,2022-10-24,3ce4a33a,45658.0,47778.2,Medical,0,0
2626a848-3668-400f-8fdd-d09849e3bb0f,2023-07-15,fc42f730,104478.0,26367.54,Home,0,0
48978908-ae1d-4ffd-876b-109fd5228dbd,2024-07-13,3c307b93,142537.0,15328.5,Life,0,0
867e8cf0-abee-47f9-a56d-ea96439f7e0a,2023-12-12,7851a675,38431.0,4304.67,Life,0,0
ff478bcc-9e2c-47d4-899b-dbe1597101f6,2023-08-27,8f928411,22747.0,25280.9,Life,0,0
3acdbb3c-7c2c-4cf3-8d51-c9d5cd558443,2022-03-09,9d9ab2a8,143855.0,39828.52,Auto,0,0
b9978410-3813-4424-97d3-b1a0cce125c1,2022-05-27,8bc6224f,79150.0,35500.78,Medical,0,0
9d177099-fa93-4413-bde9-832ea67f963d,2022-11-15,78550034,85725.0,2986.19,Medical,0,0
6682a93f-bc11-4d3e-86fe-49ed666fdfd8,2024-04-29,c73e0bd5,149981.0,4108.64,Medical,0,0
7ef6b62a-23ab-4282-a7cc-f27962f60f33,2022-06-24,7368b969,104654.0,20442.23,Medical,0,0
c84ecc4e-e3c3-48fe-8c16-b334d08bb57b,2024-08-09,595f12f1,55773.0,15116.88,Medical,0,0
26e034d1-8a77-4962-842f-b092936ab1ad,2025-02-24,75caeabb,139346.0,12003.02,Auto,0,0
ad297b97-93a9-40a2-80a7-ac132a75923c,2024-02-12,cea56944,87435.0,14409.72,Home,0,0
4a27061b-b151-4538-bcd1-7b5c801e4bfd,2022-05-14,5a1b6300,76886.0,40272.4,Auto,0,0
6491dd01-8a80-4b32-882c-1ab413af6bca,2023-10-08,a6b70cc9,86803.0,46496.79,Life,1,1
11de904b-4ba3-4861-b70b-3757fb3bfda8,2022-07-27,26378c92,51551.0,20552.58,Auto,1,1
0482344c-29d5-4e10-98e8-abc982dc4ce1,2024-06-03,f540608b,136216.0,45352.49,Medical,0,0
44de2a3c-3e03-4756-8469-ad60e0f98df7,2023-11-06,89547e63,31394.0,16414.04,Auto,0,0
56c3c1d6-6c4f-4177-a026-f705cab7bf8c,2023-06-07,dbcc7081,89092.0,24083.63,Medical,0,0
6c890b8d-b077-490e-bb4d-5057b304d5e6,2023-09-05,17bca42e,23890.0,11688.44,Auto,1,1
f5955a8b-91c9-4168-ab10-7b6d55053277,2024-07-30,6c96d204,61606.0,32203.56,Medical,0,0
dc69d713-85a9-4a17-96dd-814153593d59,2023-07-27,40e0c8e3,116276.0,48959.57,Life,0,0
36848869-d4ad-48eb-afe7-8ae98e269a31,2023-11-08,975c4bf5,145768.0,30372.91,Medical,0,0
7d7a1a95-405c-4669-b6f9-fa3c518c4d2c,2024-06-04,275d802a,100038.0,18211.8,Auto,0,0
802812dd-d7e2-4ae7-9158-c320b052910f,2023-03-24,aa52cacf,107313.0,32566.96,Life,1,0
150b593d-80b4-4f3d-a200-67d6a3952a0e,2023-02-23,2c89a7bb,30627.0,6584.57,Auto,0,0
997942a4-bb3d-4cbf-8d23-77de5ee282ae,2022-04-23,4e16ebef,28792.0,44488.62,Life,0,0
f6282fc7-b639-4112-802b-55a0053005c4,2024-11-29,6c4eb014,128859.0,25402.66,Home,0,0
93e3eabd-93d2-4105-8dda-7876da9a49f0,2023-11-21,ac90b639,128557.0,22742.81,Home,0,0
c10fb0ac-11f5-49c8-98c3-210504838f0e,2025-02-15,ea8549ec,93969.0,29500.31,Home,0,0
df8a8de1-3f92-4754-b57d-06f9bc63b98c,2023-03-02,0d72daec,63001.0,31426.8,Auto,0,0
69e2d236-19eb-4ab8-b72d-bb65d8836b5d,2024-04-26,0c2a7cb2,96552.0,4052.9,Auto,0,0
595d96dd-66f7-4109-b666-3cbad0eede75,2024-07-02,1d069720,43897.0,34289.55,Life,0,0
6c8dfcf3-340a-4904-a1bb-a1d76b5bda47,2022-12-01,243d5efd,88148.0,12475.62,Life,0,0
5c4f8a47-7357-4ec5-9cd5-0c22c79d00d0,2022-05-21,6e157eee,141729.0,35840.66,Life,0,0
ea421c5f-ad46-4d36-8d19-0390965ce3f1,2025-01-18,bd0c5115,144243.0,41215.47,Life,0,0
4b5c1839-e0e8-489e-ae91-945636fd4128,2022-08-26,6d07b9ea,140923.0,40295.95,Medical,0,0
dacc1a57-4c81-4e31-b0e9-f6811f3cd307,2023-09-10,cf662326,140174.0,27848.8,Home,0,0
61d85b34-895c-4857-8d25-7b70dd3a3a76,2024-04-03,bdcc6f78,43483.0,26248.41,Medical,0,0
f33c67ae-ec2b-42dd-a998-998056e27ffb,2023-03-26,e7005ea2,144358.0,7572.36,Medical,0,0
6a02d306-0984-4a49-9231-eef67da6ba59,2023-09-03,32f5ba87,68555.0,38879.63,Medical,0,0
427c2614-681c-4e56-ba60-5dfec2a9f5b7,2024-10-18,8aabd214,145436.0,13934.76,Medical,0,0
f21bc7bb-0a63-436e-bc82-29401998ca27,2022-06-17,14987f5e,37159.0,25086.42,Home,0,0
6785c7c4-8c3e-4812-bd9e-2cd47d7aae78,2023-05-20,d23f457b,130510.0,14571.57,Medical,0,0
f0ca43c5-ce67-4511-954d-ae12a4fcb28f,2022-12-12,6e2a18c7,126530.0,7124.5,Life,0,0
00a64d17-b811-4dca-9b8f-1d55ab646d8d,2024-01-11,88fb47da,100077.0,31663.11,Auto,1,0
8c6f49e7-7aae-44b2-b477-82c2ba3e1289,2024-07-12,1e27ca16,55920.0,3189.44,Life,0,0
eafa9a22-45fd-41d8-b145-6b430ccdebea,2022-03-21,39a3d62c,112067.0,37557.94,Auto,1,0
d717bd88-7e63-40c5-bc05-a155df63b332,2022-03-01,ecc29d6a,87121.0,16220.55,Life,0,0
aee34f93-ab09-40c9-893f-63f696ae7124,2022-06-06,b8bf2186,89479.0,506.67,Life,0,0
9b4716a8-2d76-41d2-9412-039b42416e05,2024-08-06,7bd96e70,109475.0,25800.89,Auto,0,0
a9dd2a74-70f7-41ec-a0eb-35c1d2630a06,2023-04-20,0757ee03,39457.0,2819.17,Home,0,0
12c0a3c3-a6b7-40f5-b367-c8617452f5dc,2024-10-13,39326998,86557.0,14170.39,Medical,0,0
be965009-a4ef-4a49-89f3-e1918f281e93,2023-12-24,136f0b89,97189.0,35495.34,Life,0,0
31a106d1-edbc-43d7-a5e7-67b646948b59,2023-11-03,f852068d,129109.0,3603.14,Home,0,0
361b2f76-5573-410d-b4e3-bbc4b20d203d,2022-09-13,aa9212b6,98953.0,42047.26,Medical,0,0
3d2405c4-1907-4a86-b53e-b7dc469b3598,2023-03-13,0b416ba2,72995.0,689.09,Home,0,0
1ea94d1f-4e25-4f96-95f9-ac809a199fa0,2025-01-03,d456c252,60757.0,12717.78,Home,0,1
8d2f99b9-8fbd-4f25-85ea-9cf16f3fe7b2,2025-01-17,97de76b9,29692.0,37174.75,Medical,0,0
83ce9390-a93a-4ed6-bb07-e5252d1b087e,2022-11-01,99823f06,65758.0,16155.37,Life,0,0
776eb47c-77df-4005-8678-9b3db62e26f8,2023-05-31,378b7b86,149425.0,5543.67,Home,0,0
95a9170e-0dfe-42df-9329-931197934f89,2022-04-26,7610a3d0,92409.0,18331.58,Life,0,0
4c51620c-de5f-454a-9d46-2ad67d6ff55f,2024-05-16,5da949a2,91211.0,13884.47,Life,0,0
f02edee6-efaf-415b-b785-ff51cacfe8d6,2022-12-07,c8ab212d,85697.0,42214.24,Life,0,0
d7e7194c-ae6a-4113-8241-a7d15d232a9d,2023-06-04,a12b2597,57065.0,16010.72,Medical,0,0
c3c445f3-3a10-4aee-9e6a-0c4963d54298,2024-10-30,50d27659,112093.0,39552.16,Auto,0,0
b2ba490f-801d-4970-854d-cc3b1aec681b,2022-03-12,730da619,119299.0,44647.67,Life,0,0
744d03c5-570a-4cfa-bc25-bcc99d7036ad,2025-01-01,d1cac81b,149293.0,21973.96,Auto,1,0
d768813d-cdc7-499d-a6a7-e281b37fc381,2023-10-24,a76de4b9,52606.0,45542.19,Auto,0,0
645dd7e1-82a7-4f24-a385-7098234e19a3,2024-08-02,23884f53,147791.0,19177.24,Home,0,0
9da6d01c-a258-46b5-86e4-a506095a4976,2023-02-17,89ad55f4,31534.0,48221.88,Life,0,0
e237a911-8b16-4773-a8be-79e18b65a9f3,2024-04-15,681120cd,114663.0,4919.83,Life,0,0
c5c19aa0-68cb-48f2-b6d7-ea06ebf39a24,2024-10-31,c0407bf9,60397.0,34507.45,Life,0,0
f0453161-2e10-49fe-a06a-e9d0f04b491b,2023-01-13,fd8bcc77,146678.0,24943.8,Auto,0,0
859691a8-8718-4f4b-8e88-9901d55c5622,2022-03-16,b7deb30c,111387.0,19688.62,Medical,0,0
0edea9a2-a830-4b4d-9976-3204ef2a87b5,2022-05-13,6e8d6b5e,21016.0,31819.24,Auto,1,0
1da491e5-8013-48a4-9f39-e73cdc66be72,2022-08-19,d1d53b9d,109789.0,35340.93,Life,0,1
573a87c7-9cf9-481b-9168-60786008aa36,2024-06-30,9bdd758a,75591.0,715.98,Life,0,1
a64a969a-aace-4623-9cb7-e9f580b94263,2025-02-13,6531d95b,109812.0,8764.18,Life,0,0
087a9151-da18-4696-91e2-a490faeb3f9e,2022-06-27,937c6a39,43247.0,35795.78,Auto,0,0
cfd504ac-c4df-4815-abf6-3a575c43ae3f,2023-05-04,8760799c,44300.0,33486.08,Life,0,0
a987e952-fc22-49ef-8ea7-15124f37bbf3,2023-12-25,a714be45,94065.0,48319.35,Home,0,0
09e88cbd-6dfd-49ca-b190-0ea97cf9aca2,2024-02-27,cc9c473f,102798.0,38171.37,Life,0,0
92c8df09-ba28-431a-8bec-05e076a0e007,2023-12-07,5483d46c,29268.0,47563.25,Medical,0,0
c596a1e5-a347-4b2a-8015-a49839a0e7e5,2023-06-10,89be2ef1,106807.0,35275.75,Home,0,0
004afe4c-0d9b-4463-8b1e-41d24925ef4c,2024-04-15,b50dd667,32185.0,15253.58,Life,0,0
9c65e801-0392-412b-a272-106acfd1c387,2024-08-27,493a074f,83704.0,5715.56,Home,0,1
55aa1eb0-4320-467b-a51d-0fd46ba37d6f,2022-04-21,772b389c,106779.0,39200.28,Life,1,0
620235e5-095b-4c38-9783-d52dcc3cc7d4,2024-07-05,87bddfbd,59099.0,32385.39,Medical,0,0
29cf4fd9-7e30-4839-85e8-fbcb358911e2,2022-07-07,9206ca14,28571.0,2885.21,Life,0,0
bfbf5885-9126-42b2-863c-c3815bd9a97b,2022-04-21,01da479e,143372.0,18322.5,Home,0,1
e3b67a11-6b31-40dc-9543-15c0b4f39af1,2023-10-15,6ff4a6d6,125512.0,47861.59,Medical,0,0
4fa462c3-ff2f-4741-b59c-c872fa860719,2022-12-10,98437be8,58044.0,25269.86,Auto,0,0
175ceed0-0b10-4cbf-b7a7-72f19e0456b9,2022-08-06,e9d4b6ba,71214.0,21920.09,Medical,1,1
26f95ee0-2b54-4565-b1b1-e5b46a100369,2024-09-08,1616b8a5,81228.0,23156.13,Medical,0,0
d1111197-4676-4f86-aaa2-7c71c30c94ee,2022-03-29,36b479ae,134752.0,10839.69,Medical,1,0
d3f9a8ef-313c-4fd5-bec7-6df6335a8cd3,2023-03-25,4b2103d0,68984.0,18751.0,Home,0,0
c80dc9de-f94a-4ba1-801a-3bd4df182c29,2023-03-18,369d6c2f,60774.0,18805.76,Medical,0,1
19c7fecd-5f70-4c9e-b31b-9291b44af1bb,2022-05-11,56050587,22568.0,3091.57,Life,0,0
1f66cd6f-1b16-4aeb-8cb6-4f7811c5b8c5,2022-04-17,255d255a,140151.0,38494.6,Medical,0,0
319393a7-30ba-4e6f-8b1b-264ea603cf59,2022-05-07,d2e5974d,82592.0,21116.97,Medical,0,0
d48aa796-2c33-4bdc-94d4-13e58290cf81,2022-10-23,0ba879dd,87563.0,41197.9,Life,0,0
cdb43870-1ef2-4b2c-a215-24dba0abbdb9,2024-09-26,fb57d51f,22695.0,42592.23,Life,0,0
bfd43389-c044-4561-b6fc-6975cbb81eeb,2024-04-17,af32280a,144375.0,10993.71,Auto,1,0
63ed8e07-be72-43fc-a295-cd8cecdf1ae2,2022-03-22,f54147a6,68190.0,33039.0,Medical,0,0
a6e061d9-0f79-410b-a225-87d3f52e526c,2023-05-12,8d541b6b,25258.0,23877.95,Home,0,0
ff840306-96fe-43ec-948c-58fbbf779f8d,2022-07-03,46bff51f,107538.0,44067.76,Medical,0,0
379bf7cc-3db1-45d6-951b-55eb48f1eb6d,2023-11-21,458018e2,59504.0,11179.16,Medical,0,0
c7f7c99c-0a91-4673-a73c-ab651d7ed3c6,2022-12-30,9d90932a,53159.0,34051.75,Life,0,0
e09c0f37-55f9-4467-a956-aab126c397c6,2023-10-19,3ced8f51,33986.0,30583.73,Auto,1,0
067a691c-3c11-4a61-b114-77fe69d5ba18,2024-04-06,bce55cd6,81858.0,15117.42,Medical,0,0
640e131b-e19a-47f6-a181-e4e420e48bf8,2023-01-28,1f3ca9eb,149312.0,7261.74,Home,0,0
d847ff54-4b52-464d-b8eb-390e5b081d45,2022-10-26,f53f9e4f,32666.0,32756.17,Medical,0,0
a18b2c7e-3137-4b13-811b-29b8c59b6f1a,2023-04-20,2c0763cb,58660.0,37060.57,Home,0,0
b94fb333-d7d8-4afa-b009-7320bc55808e,2024-09-09,2b2a6fd7,23561.0,16123.55,Life,0,0
e8bb6acf-911d-4a1b-8574-0ded424124ae,2022-05-08,57fcfe1a,46854.0,32419.21,Auto,0,0
e0b33eab-47dd-4e4e-9d46-08a133f3a556,2023-02-20,3ead5437,84505.0,20058.98,Medical,0,0
ac671bc8-12b3-4cb1-84be-b90cf6b99633,2023-08-31,acff2451,124488.0,35803.74,Auto,0,0
1cc640da-7403-4e36-b948-853fac731c14,2022-09-26,2f7f83f5,72251.0,10361.16,Medical,0,0
87417a64-13d3-4194-9edc-12a0a64ce4d6,2023-12-25,cf684427,42662.0,44565.64,Home,0,1
4e2f14ff-0d60-40c4-8cf0-6b4b7d93c2fc,2022-04-13,1811c151,28392.0,14726.78,Auto,0,0
cac8691a-f04d-4955-9369-36973bdbd8d3,2024-07-20,f4155d87,50535.0,18705.41,Medical,0,0
f10bf01d-1f37-4561-b771-da90a0325b8c,2022-07-21,62a6572c,98603.0,3375.55,Life,0,0
d43cccd2-1365-4c0b-bdab-3c7a212f78cd,2022-10-10,99a9e322,133569.0,6019.85,Home,0,0
673c5023-d76b-40c5-abc8-61722cc2db0d,2024-06-21,e8656e95,72256.0,26035.16,Auto,0,0
6b4638e0-a079-4b0e-b441-ec5a028403f3,2023-12-17,b91e6550,109135.0,13745.84,Medical,0,0
6620976a-a977-4bda-86d5-2f83e8993e99,2025-02-01,057c2440,147478.0,41856.27,Auto,0,0
fcbe8579-6587-4c0d-b20c-78985b5f827c,2023-07-15,f293eaf3,55222.0,1227.32,Medical,0,0
3fc4f29f-a9c1-42b6-8fbd-f5dfd830e663,2023-12-13,c9544372,97373.0,19265.16,Home,0,0
01b5ca56-1e3c-4c52-8985-0ebfeac440f0,2023-05-14,3b4e9566,99575.0,17198.6,Life,0,0
3e2ebd63-5cc3-4d55-954a-db1482984c77,2022-07-30,2cbc9506,143684.0,1456.72,Home,0,0
797655db-1c2d-4e64-92b0-d8b98d4937c0,2023-05-28,1fece85a,116354.0,6656.24,Auto,0,0
d4e048c6-2ca1-4d47-a712-37525e6ff9aa,2023-03-31,5a2a2a96,104651.0,20975.31,Auto,1,0
1e95e4bf-cd95-4324-b608-02e04cb110b5,2023-07-28,e5b0e77f,83335.0,24896.8,Medical,0,0
e123bd28-5db0-4753-a58d-ef59986b3287,2024-07-30,28f2c566,30965.0,20512.34,Home,0,0
3eed183c-7e8f-48d9-b668-92babc364ecf,2024-02-23,edf254c3,44538.0,26781.42,Medical,0,1
0984a579-ef55-4f25-978f-49b88313615a,2022-04-22,744fced1,128066.0,29959.02,Home,0,0
512647c2-4902-41d3-ba76-06d3971491f0,2023-02-22,75d2300a,90592.0,991.23,Auto,0,0
a4446e57-b80d-462f-b7c0-3cb5d74fa20d,2022-04-02,72399753,118018.0,23472.71,Medical,1,0
fd074588-3966-4c8b-9d39-16c4e0aaf064,2023-03-27,3796ab0d,133252.0,48193.21,Medical,0,0
9441f174-d6da-4ac7-a3f7-11d3b41ac9eb,2023-12-18,ebcfc864,28110.0,26192.1,Home,1,0
8f2892ad-c25a-4980-a4d1-98396a5eb0ef,2024-07-31,40febf5e,99309.0,34038.34,Life,0,0
05a0c4d5-16a8-4821-b13e-4c9d8cc365d5,2022-11-23,8c416792,47266.0,15937.26,Home,0,1
cf68c5c2-2574-4e16-93e6-bb8822d23590,2024-02-01,f4eb193a,72992.0,38812.57,Life,0,0
701db9c9-d82c-4cc1-8d78-f4a4157341bc,2024-08-01,a688d70d,102948.0,38759.61,Home,0,0
36dafc1e-0588-4b84-9545-f365141175e2,2023-11-20,5121cddc,142073.0,26304.15,Auto,0,0
581eb152-e338-42bb-b1bb-ba440407099f,2023-06-26,025aaa97,118806.0,48812.68,Medical,0,0
a9349b85-feb7-4c19-8326-5d9f10efcf22,2022-09-13,502d01b3,26910.0,6714.74,Home,0,0
6d2bc6b2-7c1c-4405-8ca6-069c5e683f8c,2022-10-09,05c11a51,130989.0,1338.91,Auto,0,0
b1784313-c9b2-4206-a9b3-523f51e8c3bf,2024-03-15,8562e75b,110982.0,38622.83,Home,0,0
b0ce1be7-3b5a-444d-98d0-75bda1e44666,2024-03-16,a9569248,141626.0,40454.2,Medical,0,0
f3532492-830c-423f-9a7d-87f118c45df3,2023-03-01,1e488643,139176.0,6450.26,Home,0,0
0526989f-0066-45fc-bd1a-543a4519938a,2023-01-15,bd1bbdee,20206.0,13646.35,Life,0,0
ca04d9d9-f327-4258-bdef-4ac4eef9cedc,2022-12-28,0ea87fa0,107054.0,1368.84,Medical,0,0
b14bf399-ef21-4757-aef1-2f1b9a82219c,2023-03-09,0ff5150f,107897.0,15018.78,Life,0,0
a0eb33df-07b9-45b7-b9f0-f461ed8a4a5b,2023-10-27,a0a16ce5,142409.0,38770.52,Auto,1,1
4d92898f-d1d7-4dc2-8a82-a207403bd38d,2023-07-27,346af18a,43419.0,26139.05,Auto,0,0
05117a12-5308-4ba1-9291-f56f8c94bfda,2024-02-25,41458cfd,70636.0,17730.73,Home,0,0
3e40e17c-9572-433e-b151-b239c1f0c74e,2024-11-15,4234bf1f,142546.0,18901.1,Life,0,0
4270dfcc-45e7-405a-b9c7-d4e056255438,2022-06-22,e445f428,134238.0,567.0,Life,1,0
0d8f69f4-dcc2-4402-b9b0-2bbae97d26df,2023-04-29,c110be3a,70015.0,15340.13,Medical,0,0
e6e514eb-2c5d-43a5-8aef-1e6ed72f2de2,2023-10-30,38b10397,137478.0,32499.71,Life,0,0
bc05fd49-ba9c-4ebc-ae6d-311703fea5c6,2024-08-29,8cb0dd39,142096.0,48722.62,Life,0,0
b42e07bb-a335-4f8d-9aff-d53e57579b27,2024-11-08,2fd6216a,127059.0,42429.51,Medical,0,0
0afcbc61-d91f-41e2-a6fd-3e98deb277a8,2024-01-02,aea32a47,74268.0,1667.95,Medical,0,0
1dadf8b8-5243-4dfa-b941-e2fa770f6765,2025-02-06,f9392f73,130687.0,44978.75,Life,0,0
5c958033-fd8b-4755-8366-f50e1e760668,2024-07-08,3d92a0f5,107939.0,39268.32,Home,0,1
f5d47aa4-9b8f-4ddc-9cc5-ba6ba78fc6d4,2023-06-30,f449c711,38141.0,39128.62,Medical,1,1
f8e17cc2-fda7-485f-ab66-176ddaa3c5f8,2022-04-21,d66cc18b,100356.0,23170.79,Medical,0,1
30c68d9d-d237-4648-b7c1-9cdf110c440a,2024-07-26,c9389181,125878.0,20201.26,Life,0,0
7d3908e6-7f7d-45d8-9339-23d944f5f415,2024-02-01,9b13e0d2,91910.0,15494.33,Life,0,0
8778364b-df9a-48d1-9434-ea4c06bc23ce,2024-01-15,fb6a7e65,76044.0,3751.9,Medical,0,0
1c10f143-0b7b-4189-82de-0599a24e3e1a,2023-07-01,ef9338a9,87214.0,11797.65,Life,0,0
3158091b-c199-4eed-9513-4316e314e588,2023-08-16,12a9e14a,137930.0,12706.88,Medical,0,0
c99a103d-3168-4a71-b837-3a22bf81440c,2024-03-25,e97bcdb4,139324.0,24461.81,Home,0,0
e1832b3e-b9eb-4806-9dcc-0a0cc252d0f2,2022-05-18,cccc98b0,53827.0,37498.5,Home,0,0
7e54170a-6575-4dd7-96e4-fb9de2644d1a,2023-08-29,053ac478,75820.0,23953.59,Medical,0,0
0356e62c-6f3b-4cfe-ab8b-598080c3a7bc,2024-09-22,48a3322c,82623.0,3363.3,Medical,1,1
31b7228a-170d-49c6-b631-a62a4da140e4,2024-05-23,cf9b2f8a,101734.0,47910.6,Auto,0,0
ff6fa059-1ac1-4d83-99e3-f72258454a1c,2024-01-09,6277c8d6,95450.0,47164.85,Auto,0,0
a7606050-0645-44e7-a2cc-6f674fedf399,2023-10-30,c93734fc,113426.0,39366.88,Life,0,0
e387e1f1-b17e-464c-85a0-2ab61900d2a2,2022-07-25,d7ebf775,137845.0,49570.73,Life,0,0
c5a6c2db-b49e-41eb-b2e3-729084aaaae2,2024-05-01,14866ac8,42299.0,27451.88,Medical,0,0
ff52141d-eab2-4961-aa74-d854f5bf1c45,2023-02-10,f3cf99e0,63585.0,48157.03,Medical,0,0
e205f330-0673-48e1-ac4d-0d8e19732fc7,2023-08-31,289ee7c8,129225.0,4242.45,Auto,0,0
74608913-0382-4439-8f14-38993341243a,2023-08-30,5195e69b,84044.0,18601.2,Auto,0,1
505eab38-278a-4e18-807b-539b63d73531,2024-05-20,0c3fa981,62557.0,11656.37,Medical,0,0
e2cd4886-422c-47c4-b763-9c154012e1dc,2024-09-21,23ed67f1,69080.0,10193.74,Home,0,0
c1c9ef02-5380-4fa3-8d4e-c62fb053a050,2023-12-20,d38c9061,129556.0,7469.75,Home,0,1
fcb51ca6-fd3d-4010-bc6d-3af7d9d67d36,2023-10-01,1d1d02f5,22693.0,31309.48,Life,0,0
a0a3934f-ce1d-4b37-9d05-b74152aa36ca,2024-09-21,de47522a,115003.0,39175.43,Medical,1,0
773fdf86-6f74-4953-8efa-0172a7e39760,2022-11-15,4f339068,115259.0,29125.77,Medical,0,0
3a1ac035-ecaf-4512-8cc2-0518b0762844,2024-09-16,1f1e9df3,132235.0,7774.65,Life,0,0
65903284-1a46-4bb2-b433-b33435adb8ad,2024-06-18,91b3d1c7,89163.0,40650.63,Auto,1,0
036347ae-f105-4ba2-95a6-4bfa09e2826a,2022-04-13,14d37bd3,45939.0,31979.76,Auto,0,0
b7ddfb21-27d0-4b42-9958-0a18ebc2de8f,2024-06-04,4cc356fd,68925.0,19714.2,Home,0,0
9ef491d7-2dcd-44f9-8631-8203b2c831cc,2023-05-22,2b526422,62941.0,33869.45,Medical,0,0
bdb0d374-4788-4b4a-9f7f-b38fca0996d6,2023-11-09,b871dd46,41834.0,13365.3,Auto,0,0
32008e3f-0a8a-431b-b98e-b20ed61097b9,2024-09-08,fef1c34d,38047.0,17587.01,Home,0,0
